Date,Close,High,Low,Open,Volume,daily_return
2021-03-01,13279.75,13318.0,12946.25,12957.5,513852,0.028560917047478984
2021-03-02,13055.25,13328.25,13048.25,13312.25,563138,-0.016905438731903866
2021-03-03,12681.75,13192.0,12663.25,13061.25,756448,-0.028609180214856145
2021-03-04,12455.0,12797.0,12306.5,12682.0,1049493,-0.017880024444575815
2021-03-05,12663.75,12697.75,12207.25,12435.0,1016317,0.01676033721397019
2021-03-08,12297.25,12761.25,12281.75,12715.0,749028,-0.028940874543480377
2021-03-09,12788.75,12867.5,12326.0,12345.75,644022,0.03996828559230714
2021-03-10,12749.25,12993.25,12703.0,12812.0,715961,-0.0030886521356661145
2021-03-11,13048.25,13119.25,12724.25,12795.25,526139,0.02345235994274164
2021-03-12,12933.5,13095.0,12768.25,13055.0,476352,-0.008794282758224248
2021-03-15,13078.5,13099.0,12872.0,12950.0,297629,0.01121119573201379
2021-03-16,13151.5,13298.0,13056.5,13084.75,240942,0.005581679856252686
2021-03-17,13201.5,13283.25,12946.5,13174.75,202697,0.0038018476979813087
2021-03-18,12795.5,13279.0,12777.5,13200.5,121108,-0.03075408097564669
2021-03-19,12808.759765625,12919.0,12732.75,12818.25,641117,0.0010362835078738808
2021-03-22,13071.75,13157.0,12788.5,12807.0,478667,0.020532060807385122
2021-03-23,13006.25,13172.0,12979.0,13069.0,604250,-0.005010805745213953
2021-03-24,12794.0,13145.25,12784.0,13050.25,626538,-0.016319077366650614
2021-03-25,12770.5,12859.5,12609.75,12803.0,745797,-0.0018367984992965214
2021-03-26,12966.75,12988.5,12676.25,12799.75,622214,0.0153674484162718
2021-03-29,12944.5,13003.0,12807.5,12975.75,574193,-0.0017159272755316035
2021-03-30,12878.25,12984.0,12776.5,12975.0,516408,-0.005118003785391512
2021-03-31,13089.75,13158.0,12858.25,12894.75,478398,0.01642303884456342
2021-04-01,13316.0,13332.5,13090.25,13094.5,436489,0.017284516511010484
2021-04-05,13585.5,13615.0,13304.25,13339.0,356725,0.020238810453589773
2021-04-06,13570.0,13655.0,13524.25,13603.75,457218,-0.0011409223068713503
2021-04-07,13604.75,13641.0,13512.5,13580.5,434828,0.002560795873249866
2021-04-08,13747.75,13789.75,13615.5,13620.75,435060,0.010511034748892811
2021-04-09,13829.5,13841.75,13648.25,13786.5,494768,0.005946427597243176
2021-04-12,13808.75,13832.25,13732.0,13817.75,453968,-0.001500415777866193
2021-04-13,13975.75,13994.0,13772.75,13825.0,485938,0.012093781117045399
2021-04-14,13798.75,14029.0,13772.75,13977.75,662204,-0.012664794375972677
2021-04-15,14014.0,14034.25,13789.25,13827.0,524814,0.015599239061509174
2021-04-16,14029.5,14059.5,13952.75,14002.0,500612,0.00110603682032262
2021-04-19,13897.25,14052.25,13821.0,13989.0,613719,-0.009426565451370328
2021-04-20,13794.25,13933.75,13719.25,13900.0,606019,-0.007411538253971117
2021-04-21,13919.25,13926.5,13700.5,13740.0,510093,0.00906174674230198
2021-04-22,13750.25,13944.75,13701.75,13896.5,623942,-0.012141458771126268
2021-04-23,13927.0,13981.0,13737.0,13757.0,450885,0.012854311739786572
2021-04-26,14011.5,14039.25,13865.5,13919.75,403664,0.006067351188339121
2021-04-27,13953.0,14050.0,13912.5,14024.75,412801,-0.004175141847767905
2021-04-28,13892.25,13993.5,13878.0,13955.5,501596,-0.004353902386583508
2021-04-29,13953.5,14064.0,13818.5,13973.5,595555,0.004408933038204665
2021-04-30,13850.0,13956.75,13819.75,13948.25,555237,-0.0074174938187551165
2021-05-03,13790.0,13947.5,13772.0,13880.25,473913,-0.0043321299638988675
2021-05-04,13536.0,13792.5,13380.75,13785.0,667316,-0.01841914430746916
2021-05-05,13491.0,13665.5,13462.75,13525.75,520694,-0.0033244680851063357
2021-05-06,13597.75,13611.5,13388.75,13484.0,567452,0.007912682529093384
2021-05-07,13709.75,13818.0,13588.25,13614.5,550632,0.008236656799838205
2021-05-10,13356.75,13752.0,13305.5,13718.0,603725,-0.025748098980652445
2021-05-11,13346.0,13375.75,13065.25,13316.5,787639,-0.0008048365058865858
2021-05-12,12998.5,13351.75,12959.75,13321.25,760916,-0.026037764124082097
2021-05-13,13100.25,13223.75,12915.0,12968.75,727348,0.007827826287648554
2021-05-14,13387.0,13426.25,13071.0,13095.0,468758,0.021888895250090634
2021-05-17,13303.5,13448.5,13182.75,13380.25,488299,-0.006237394487189074
2021-05-18,13212.0,13432.25,13178.5,13308.5,442088,-0.006877889277257854
2021-05-19,13233.5,13243.0,12954.25,13182.0,669351,0.0016273085074174354
2021-05-20,13486.5,13522.75,13150.75,13220.5,465782,0.01911814712661042
2021-05-21,13405.0,13570.0,13395.75,13492.5,457735,-0.006043080117154154
2021-05-24,13635.25,13686.0,13356.5,13383.25,368611,0.01717642670645292
2021-05-25,13656.25,13738.75,13606.75,13656.5,436157,0.0015401257769385168
2021-05-26,13700.25,13728.5,13656.0,13670.25,343069,0.003221967963386696
2021-05-27,13665.5,13720.75,13620.25,13702.5,388603,-0.0025364500647798716
2021-05-28,13686.5,13763.5,13662.75,13694.75,366218,0.0015367165489736934
2021-06-01,13648.75,13773.0,13592.25,13699.0,448000,-0.0027581923793519314
2021-06-02,13673.75,13712.75,13603.25,13653.25,371449,0.0018316695668101346
2021-06-03,13529.25,13707.75,13462.25,13679.5,552987,-0.010567693573452774
2021-06-04,13766.75,13783.75,13467.75,13531.75,446994,0.017554557717538
2021-06-07,13804.25,13824.0,13691.5,13773.25,397545,0.0027239544554815698
2021-06-08,13811.5,13917.25,13741.75,13823.0,482546,0.0005252005722875541
2021-06-09,13814.25,13904.25,13803.5,13813.0,376893,0.00019910943778733703
2021-06-10,13959.75,13976.5,13726.0,13817.0,492336,0.010532602204245567
2021-06-11,13994.25,13997.75,13932.25,13975.5,257733,0.0024713909633051756
2021-06-14,14124.75,14133.5,13965.25,13999.0,229733,0.009325258588348762
2021-06-15,14030.25,14163.0,14009.25,14119.5,178164,-0.006690383900600061
2021-06-16,13981.25,14103.75,13840.0,14046.75,124322,-0.0034924538051709364
2021-06-17,14165.5,14217.75,13850.25,13948.5,113875,0.013178363880196775
2021-06-18,14107.4296875,14214.25,14063.5,14183.75,575363,-0.004099418481521955
2021-06-21,14130.0,14144.0,13958.5,14022.75,503663,0.0015998883567003297
2021-06-22,14258.25,14279.25,14066.5,14136.75,420968,0.009076433121019134
2021-06-23,14263.0,14315.75,14231.75,14274.0,366489,0.0003331404625392942
2021-06-24,14354.25,14422.0,14270.0,14275.25,409864,0.006397672298955381
2021-06-25,14339.0,14394.25,14313.25,14365.75,379758,-0.0010624031210269003
2021-06-28,14512.5,14519.75,14333.25,14350.0,376860,0.012099867494246519
2021-06-29,14563.0,14584.75,14468.75,14504.5,360169,0.003479758828595969
2021-06-30,14549.0,14598.5,14518.25,14584.75,384458,-0.0009613403831627565
2021-07-01,14548.5,14606.25,14471.0,14558.5,436419,-3.4366623135606567e-05
2021-07-02,14713.75,14729.0,14513.25,14543.75,392168,0.01135855930164631
2021-07-06,14775.5,14790.0,14625.25,14704.25,557682,0.004196754736216057
2021-07-07,14802.25,14883.75,14726.25,14764.5,471450,0.0018104294270921972
2021-07-08,14712.25,14822.0,14540.5,14812.0,631207,-0.006080156732929165
2021-07-09,14810.5,14832.0,14640.75,14710.25,424770,0.006678108379071901
2021-07-12,14869.25,14888.5,14785.0,14824.0,362608,0.003966780324769603
2021-07-13,14865.0,14994.75,14794.5,14880.0,506392,-0.0002858247726011953
2021-07-14,14891.75,14996.0,14841.25,14869.75,499191,0.001799529095189989
2021-07-15,14787.5,14962.75,14708.25,14895.0,634785,-0.007000520422381529
2021-07-16,14670.5,14869.5,14656.0,14778.5,539012,-0.007912087912087862
2021-07-19,14540.75,14682.5,14445.0,14675.0,720291,-0.008844279336082561
2021-07-20,14722.75,14782.5,14516.75,14593.75,529359,0.01251654832109761
2021-07-21,14827.75,14839.5,14668.25,14729.75,404345,0.007131819802686401
2021-07-22,14928.5,14982.75,14826.75,14836.75,425426,0.006794692384211931
2021-07-23,15098.0,15117.25,14934.25,14979.5,449261,0.011354121311585308
2021-07-26,15117.75,15134.0,15038.75,15098.0,391517,0.001308120280831826
2021-07-27,14947.75,15131.5,14774.25,15125.25,671793,-0.011245059615352826
2021-07-28,15011.5,15074.5,14866.0,14875.75,577186,0.004264855914769772
2021-07-29,15037.75,15084.0,14905.0,14984.75,412593,0.0017486593611564238
2021-07-30,14955.75,14980.0,14811.25,14905.25,505630,-0.005452943425712009
2021-08-02,14952.75,15056.25,14932.25,14972.75,446142,-0.00020059174564968085
2021-08-03,15046.25,15050.0,14849.0,14962.25,520377,0.006253030379027358
2021-08-04,15073.5,15108.0,14997.0,15038.0,445703,0.0018110824956385496
2021-08-05,15167.75,15172.5,15069.25,15081.75,341554,0.00625269512720994
2021-08-06,15095.5,15169.75,15047.25,15167.75,425074,-0.004763396021163269
2021-08-09,15125.25,15145.5,15003.25,15090.25,361388,0.001970785995826674
2021-08-10,15044.5,15157.25,14994.5,15128.75,475298,-0.0053387547313267225
2021-08-11,15019.5,15119.0,14963.0,15045.0,479700,-0.0016617368473528238
2021-08-12,15078.5,15090.5,14941.25,15008.5,384239,0.0039282266387030695
2021-08-13,15125.75,15141.75,15055.25,15079.75,364520,0.003133600822363025
2021-08-16,15134.0,15139.0,14917.25,15119.25,590789,0.0005454274994627362
2021-08-17,14997.5,15133.75,14897.0,15131.5,687897,-0.00901942645698428
2021-08-18,14849.25,15037.25,14806.5,14970.25,568846,-0.009884980830138335
2021-08-19,14928.0,14999.0,14710.5,14840.0,734184,0.005303298146370983
2021-08-20,15086.75,15100.0,14851.0,14943.25,504460,0.0106343783494105
2021-08-23,15304.5,15337.5,15086.5,15090.0,412591,0.014433194690705475
2021-08-24,15355.5,15384.0,15309.5,15327.0,365577,0.003332353229442253
2021-08-25,15364.25,15397.0,15333.0,15362.25,405227,0.0005698284002475518
2021-08-26,15274.75,15368.25,15255.25,15367.25,564382,-0.0058252111232243164
2021-08-27,15426.5,15443.75,15265.5,15286.0,441045,0.009934696148873101
2021-08-30,15597.5,15617.75,15420.0,15432.75,417563,0.011084821573266845
2021-08-31,15582.5,15677.25,15517.75,15605.5,521129,-0.0009616925789389663
2021-09-01,15609.25,15699.0,15578.5,15599.5,465488,0.001716669340606547
2021-09-02,15601.0,15682.0,15551.75,15610.0,463636,-0.0005285327610231594
2021-09-03,15651.5,15677.5,15552.25,15601.0,462870,0.0032369719889751014
2021-09-07,15674.75,15708.75,15606.75,15656.0,542055,0.0014854806248603136
2021-09-08,15620.0,15691.0,15523.75,15671.0,559402,-0.0034928786743010365
2021-09-09,15558.75,15675.75,15545.75,15610.0,531288,-0.003921254801536489
2021-09-10,15441.5,15668.0,15433.5,15561.0,402816,-0.0075359524383386
2021-09-13,15436.75,15565.0,15350.25,15452.5,363283,-0.00030761260240264043
2021-09-14,15387.0,15530.75,15351.25,15452.25,237816,-0.0032228286394481165
2021-09-15,15504.0,15521.75,15315.25,15395.5,156770,0.007603821407681899
2021-09-16,15517.75,15542.0,15369.5,15516.5,105428,0.0008868679050566541
2021-09-17,15486.669921875,15547.0,15474.0,15502.75,641864,-0.002002872718338655
2021-09-20,15009.5,15338.25,14807.5,15284.0,845911,-0.030811654428108848
2021-09-21,15024.0,15163.25,14963.25,14992.0,659780,0.0009660548319396778
2021-09-22,15163.5,15227.0,14930.5,14992.75,601005,0.00928514376996814
2021-09-23,15303.5,15347.0,15175.25,15178.25,514535,0.009232696936723128
2021-09-24,15318.75,15334.25,15176.75,15300.25,470511,0.0009965040676969128
2021-09-27,15194.75,15399.25,15084.0,15319.0,543381,-0.008094655242758098
2021-09-28,14764.75,15192.25,14740.75,15172.25,836785,-0.028299248095559282
2021-09-29,14739.75,14926.0,14711.0,14769.25,649554,-0.0016932220322051217
2021-09-30,14682.5,14883.5,14670.25,14769.75,699372,-0.0038840550212859704
2021-10-01,14761.75,14818.0,14537.0,14702.25,663413,0.005397582155627356
2021-10-04,14462.25,14835.0,14367.75,14785.0,802849,-0.020288922383863706
2021-10-05,14655.25,14754.75,14410.5,14493.75,574640,0.013345088074123934
2021-10-06,14759.0,14770.0,14422.5,14662.0,756883,0.007079374285665629
2021-10-07,14881.25,15001.25,14767.0,14768.0,492756,0.008283081509587342
2021-10-08,14808.25,14996.0,14790.75,14891.25,550607,-0.004905501889962194
2021-10-11,14700.5,14897.25,14677.0,14810.25,510490,-0.007276349332297927
2021-10-12,14653.25,14783.25,14585.5,14688.5,599367,-0.003214176388558254
2021-10-13,14764.25,14795.75,14591.0,14594.0,556059,0.0075751113234265866
2021-10-14,15037.25,15071.5,14767.5,14770.25,425055,0.01849061076587022
2021-10-15,15134.5,15145.0,15020.75,15063.75,442893,0.006467272938868396
2021-10-18,15290.5,15297.25,15038.75,15145.0,423424,0.01030757540718219
2021-10-19,15398.5,15428.25,15269.0,15289.75,384792,0.007063209182171848
2021-10-20,15377.5,15446.5,15319.0,15411.0,451735,-0.0013637691982985034
2021-10-21,15478.75,15483.75,15301.0,15357.5,436644,0.006584295236546911
2021-10-22,15341.0,15463.5,15273.75,15383.0,545390,-0.00889929742388762
2021-10-25,15495.75,15546.0,15295.75,15324.25,456009,0.01008734763053254
2021-10-26,15545.0,15701.0,15503.0,15543.0,586099,0.0031782908216768657
2021-10-27,15587.25,15717.5,15507.25,15532.25,534474,0.0027179157285299738
2021-10-28,15764.75,15777.0,15591.75,15595.0,498210,0.011387512229546592
2021-10-29,15838.5,15864.75,15595.5,15679.75,484693,0.004678158549929368
2021-11-01,15894.25,15914.75,15768.5,15885.25,411507,0.003519904031316079
2021-11-02,15961.25,15980.25,15849.5,15891.0,418550,0.004215360900954757
2021-11-03,16129.75,16145.75,15935.25,15957.75,448135,0.01055681729187885
2021-11-04,16330.75,16376.0,16129.5,16129.5,524361,0.012461445465676846
2021-11-05,16351.75,16448.5,16292.0,16335.0,525824,0.0012859176706518927
2021-11-08,16327.75,16394.0,16256.0,16293.0,414326,-0.0014677328114728327
2021-11-09,16212.75,16391.75,16160.0,16315.5,560749,-0.007043223959210532
2021-11-10,15980.5,16243.0,15896.5,16201.25,658266,-0.014325145333148326
2021-11-11,16022.75,16114.0,15976.0,15989.0,434778,0.002643847188761317
2021-11-12,16192.75,16213.25,16001.75,16043.75,422493,0.010609914028490763
2021-11-15,16187.75,16276.5,16082.25,16212.25,483873,-0.0003087801639622967
2021-11-16,16300.75,16323.75,16142.0,16198.5,424380,0.006980587172398911
2021-11-17,16311.5,16396.5,16270.0,16297.75,455992,0.0006594788583347277
2021-11-18,16481.25,16508.0,16303.5,16322.5,602241,0.010406768231002728
2021-11-19,16575.0,16628.5,16490.25,16503.25,549031,0.005688282138794021
2021-11-22,16382.0,16767.5,16364.5,16600.25,770668,-0.011644042232277552
2021-11-23,16312.0,16418.75,16118.5,16399.0,901449,-0.004272982541814185
2021-11-24,16366.0,16368.5,16102.0,16300.25,656267,0.00331044629720445
2021-11-26,16051.0,16436.0,15988.0,16360.0,680753,-0.01924721984602229
2021-11-29,16390.75,16437.75,16038.0,16046.5,597936,0.02116690548875466
2021-11-30,16150.5,16456.25,16068.75,16419.0,854651,-0.014657657520247724
2021-12-01,15869.75,16427.5,15825.25,16238.75,861888,-0.017383362744187503
2021-12-02,15988.5,16066.25,15762.75,15891.75,853707,0.0074827895839568725
2021-12-03,15717.75,16121.75,15538.0,16020.0,898849,-0.016934046345811082
2021-12-06,15842.75,15897.25,15559.25,15716.25,695515,0.007952792225350391
2021-12-07,16318.0,16374.5,15824.5,15848.75,594627,0.029997948588471157
2021-12-08,16392.25,16436.75,16251.5,16360.5,494849,0.004550189974261487
2021-12-09,16148.75,16420.0,16120.25,16380.5,612576,-0.014854580670743744
2021-12-10,16329.75,16335.75,16133.75,16158.5,395288,0.011208297855871185
2021-12-13,16082.0,16411.25,16064.25,16321.75,286177,-0.015171695831228238
2021-12-14,15924.75,16133.75,15738.5,16085.0,274758,-0.009778012684989457
2021-12-15,16288.0,16302.5,15744.5,15928.5,161710,0.0228104051868947
2021-12-16,15870.5,16459.25,15800.25,16288.5,143255,-0.02563236738703345
2021-12-17,15717.3203125,15902.0,15668.0,15873.0,800579,-0.009651850130745765
2021-12-20,15621.25,15851.75,15492.0,15809.5,676197,-0.006112384973384732
2021-12-21,15980.0,15987.25,15605.0,15674.25,530228,0.02296551172281358
2021-12-22,16169.75,16183.0,15881.5,15979.0,476670,0.011874217772215312
2021-12-23,16299.0,16356.0,16145.25,16180.0,349182,0.007993320861485076
2021-12-27,16560.0,16580.75,16304.25,16304.25,351308,0.016013252346769757
2021-12-28,16488.0,16659.5,16452.25,16565.75,454633,-0.004347826086956497
2021-12-29,16490.5,16564.25,16387.5,16513.5,354985,0.0001516254245512716
2021-12-30,16430.25,16567.5,16411.25,16484.5,304259,-0.0036536187501895467
2021-12-31,16320.75,16464.0,16313.75,16431.0,363720,-0.006664536449536684
2022-01-03,16485.5,16508.0,16292.0,16356.0,513549,0.010094511588009114
2022-01-04,16275.75,16564.0,16139.5,16497.75,669527,-0.012723302295957084
2022-01-05,15766.5,16269.0,15752.75,16265.0,769790,-0.03128888069674207
2022-01-06,15759.0,15895.75,15598.5,15763.75,802950,-0.000475692132052119
2022-01-07,15581.0,15852.75,15510.0,15801.75,704406,-0.01129513293990736
2022-01-10,15608.0,15669.0,15152.5,15590.0,888780,0.0017328797894871073
2022-01-11,15831.0,15839.5,15475.0,15622.25,709363,0.014287544848795575
2022-01-12,15887.25,16009.25,15762.5,15826.0,671265,0.0035531552018193135
2022-01-13,15490.25,15979.75,15458.25,15901.0,763018,-0.02498859148058974
2022-01-14,15595.75,15621.0,15312.5,15505.0,795897,0.006810735785413469
2022-01-18,15206.0,15653.25,15170.75,15616.75,868066,-0.0249907827452992
2022-01-19,15033.5,15372.0,15011.25,15238.75,776612,-0.011344206234381149
2022-01-20,14841.0,15340.25,14646.75,15042.25,771410,-0.01280473608940036
2022-01-21,14426.5,14858.5,14408.5,14722.0,1041723,-0.027929384812344193
2022-01-24,14501.0,14582.0,13706.0,14410.0,1323080,0.005164107718434785
2022-01-25,14140.75,14499.0,13890.0,14495.0,957800,-0.02484311426798147
2022-01-26,14158.5,14639.75,13945.5,13945.5,908549,0.0012552375227621315
2022-01-27,13986.75,14409.25,13844.5,14194.0,866647,-0.01213052230109124
2022-01-28,14433.0,14442.0,13831.0,14167.75,878243,0.03190519598906105
2022-01-31,14905.0,14914.75,14353.25,14454.0,654278,0.0327028337836901
2022-02-01,14994.75,15137.0,14729.25,14868.75,597305,0.006021469305602212
2022-02-02,15114.5,15260.0,14825.0,15129.0,645396,0.007986128478300714
2022-02-03,14492.25,14870.0,14456.25,14852.5,731581,-0.04116907605279696
2022-02-04,14685.5,14825.75,14362.75,14770.0,763735,0.013334713381289998
2022-02-07,14559.75,14806.25,14511.5,14682.5,562312,-0.008562868135235435
2022-02-08,14734.5,14776.0,14467.5,14600.0,611858,0.012002266522433525
2022-02-09,15038.25,15068.0,14741.0,14746.25,529886,0.02061488343683182
2022-02-10,14701.0,15062.25,14622.0,15062.25,834478,-0.022426146659351942
2022-02-11,14240.5,14766.75,14181.0,14698.25,835981,-0.03132439970070067
2022-02-14,14253.0,14394.0,14031.0,14250.0,734224,0.0008777781679014662
2022-02-15,14609.5,14614.75,14223.25,14257.0,558472,0.025012278116887776
2022-02-16,14600.0,14668.5,14381.0,14588.0,594304,-0.0006502618159416329
2022-02-17,14164.75,14619.5,14131.5,14592.25,631084,-0.029811643835616408
2022-02-18,13996.0,14299.0,13906.25,14156.25,760914,-0.011913376515646279
2022-02-22,13862.75,14157.5,13580.25,13952.75,1114720,-0.009520577307802203
2022-02-23,13507.5,14068.75,13471.25,13928.25,713187,-0.02562622856215402
2022-02-24,13966.5,13983.25,13025.75,13484.25,1122732,0.03398112159911171
2022-02-25,14180.5,14196.25,13760.25,13909.5,784997,0.015322378548670024
2022-02-28,14228.0,14292.25,13683.0,13900.25,753711,0.0033496703219209056
2022-03-01,14005.5,14327.75,13900.0,14219.25,645171,-0.01563817824008995
2022-03-02,14239.25,14290.0,13911.5,14026.25,629022,0.016689871836064407
2022-03-03,14030.5,14391.0,13955.0,14196.5,596925,-0.014660182242744568
2022-03-04,13839.75,14086.5,13733.75,14069.25,725774,-0.013595381490324687
2022-03-07,13320.75,13879.75,13265.0,13763.5,717846,-0.03750067739662932
2022-03-08,13267.0,13666.0,13103.25,13283.0,841407,-0.0040350580860687435
2022-03-09,13734.75,13821.75,13189.75,13192.25,650826,0.035256651842918485
2022-03-10,13586.0,13778.0,13396.25,13778.0,611077,-0.010830193487322282
2022-03-11,13292.0,13860.75,13281.75,13577.25,439890,-0.021639923450610943
2022-03-14,13045.5,13447.5,13015.5,13362.0,402608,-0.018544989467348727
2022-03-15,13451.75,13489.0,12944.0,13082.0,284955,0.031141006477329425
2022-03-16,13953.0,14029.25,13420.5,13451.75,274498,0.037262809671604114
2022-03-17,14111.75,14136.25,13822.75,13999.0,125160,0.011377481545187473
2022-03-18,14095.3095703125,14095.3095703125,13970.5,14060.0,558776,-0.0011650170735379994
2022-03-21,14370.5,14466.75,14183.75,14404.0,589629,0.01952354634814868
2022-03-22,14654.0,14690.75,14293.5,14390.0,509918,0.019727914825510506
2022-03-23,14447.0,14682.25,14441.0,14654.0,555130,-0.014125835949228893
2022-03-24,14763.75,14769.75,14433.5,14462.75,512267,0.02192496712120162
2022-03-25,14755.75,14840.5,14572.5,14765.0,553931,-0.000541867750402214
2022-03-28,14985.25,14997.0,14658.75,14756.0,532125,0.015553258899073219
2022-03-29,15237.75,15268.75,14956.5,14981.0,552951,0.016849902404030725
2022-03-30,15071.5,15262.25,15012.25,15222.0,513516,-0.010910403438827876
2022-03-31,14868.75,15180.75,14855.5,15100.5,560785,-0.013452542878943707
2022-04-01,14863.75,14960.0,14725.0,14918.75,539029,-0.00033627574611183597
2022-04-04,15164.25,15174.5,14801.0,14846.0,460171,0.02021697081826601
2022-04-05,14828.0,15198.0,14780.25,15155.5,563198,-0.022173862868259175
2022-04-06,14505.25,14861.25,14394.75,14861.0,783213,-0.021766253034799066
2022-04-07,14536.0,14633.75,14317.0,14496.25,645737,0.0021199220971717114
2022-04-08,14327.0,14642.25,14310.5,14536.25,640156,-0.014378095762245469
2022-04-11,14000.0,14382.0,13984.75,14345.0,577477,-0.022824038528652224
2022-04-12,13945.0,14284.25,13881.25,14006.25,704351,-0.003928571428571392
2022-04-13,14221.5,14266.5,13921.0,13952.75,530164,0.019827895302976017
2022-04-14,13893.75,14296.25,13876.5,14211.5,548400,-0.023046092184368705
2022-04-18,13907.75,14002.5,13729.5,13892.0,492103,0.0010076473234368333
2022-04-19,14217.25,14242.0,13828.0,13962.75,556357,0.022253779367618742
2022-04-20,14004.75,14298.0,13956.5,14104.75,604344,-0.014946631732578375
2022-04-21,13728.25,14283.0,13667.5,14070.0,685788,-0.019743301379889
2022-04-22,13353.5,13781.0,13297.0,13720.0,732255,-0.02729772549305265
2022-04-25,13535.75,13549.75,13184.0,13334.25,749649,0.013648107237802742
2022-04-26,13016.0,13583.75,12801.5,13523.5,755330,-0.03839831557172668
2022-04-27,13009.0,13255.25,12878.25,12881.0,817196,-0.0005377996312231348
2022-04-28,13454.75,13542.0,13033.0,13191.0,756360,0.034264739795526244
2022-04-29,12852.0,13433.0,12831.75,13219.5,723386,-0.04479830543116747
2022-05-02,13073.0,13084.5,12709.75,12892.25,763818,0.01719576719576721
2022-05-03,13087.5,13183.75,12968.5,13051.75,662216,0.0011091562762945983
2022-05-04,13531.25,13555.25,12883.0,13121.0,703191,0.0339063992359121
2022-05-05,12858.0,13548.0,12705.25,13500.25,877795,-0.049755196304849925
2022-05-06,12695.75,12928.75,12519.0,12883.25,852234,-0.012618603204230805
2022-05-09,12193.75,12637.25,12135.25,12605.0,816033,-0.03954079120965681
2022-05-10,12349.0,12547.0,12102.25,12206.0,853859,0.012731932342388452
2022-05-11,11969.75,12553.25,11938.5,12328.75,865890,-0.03071098874402789
2022-05-12,11947.25,12132.75,11689.0,12004.5,878238,-0.0018797385074875717
2022-05-13,12382.75,12432.0,11891.5,11891.5,663517,0.03645190315763047
2022-05-16,12244.75,12498.75,12190.25,12409.0,623715,-0.01114453574529084
2022-05-17,12560.25,12578.0,12234.0,12235.5,653222,0.025766144674248093
2022-05-18,11935.5,12594.0,11862.75,12572.0,735386,-0.049740251985430195
2022-05-19,11878.25,12076.75,11704.0,11907.0,827741,-0.004796615139709304
2022-05-20,11840.75,12096.75,11491.25,11898.0,806781,-0.0031570307073853776
2022-05-23,12035.25,12075.5,11783.75,11866.0,660213,0.016426324346008547
2022-05-24,11771.0,11918.0,11576.25,11915.0,717429,-0.021956336594586734
